cst_id,cst_key,cst_firstname,cst_lastname,cst_marital_status,cst_gndr,cst_create_date
'11201','AW00011201','Amanda','Foster','M','','45938'
'11202','AW00011202','Alexia','Price','M','','45938'
'11203','AW00011203','Luis','Diaz','M','','45938'
'11204','AW00011204','Destiny','Rivera','M','','45938'
'11205','AW00011205','Abby','Fernandez','M','','45938'
'11206','AW00011206','Blake',' Flores ','M','','45938'
'11207','AW00011207','Danielle','Cox','S','','45938'
'11208','AW00011208',' Maria ',' Reed','M','','45938'
'11209','AW00011209',' Allison ','Evans','M','','45938'
'11210','AW00011210','Edward','Wood','M','','45938'
'11211','AW00011211','Samantha','Russell','M','','45938'
'11212','AW00011212','Chloe','Campbell','M','','45938'
'11213','AW00011213','Stephanie','Murphy','S','','45938'
'11214','AW00011214','Charles','Miller','S','','45938'
'11215','AW00011215','Ana','Perry','M','','45938'
'11216','AW00011216','Jasmine','Torres','S','','45938'
'11217','AW00011217','Natalie','Adams','S','','45938'
'11218','AW00011218','Olivia','Brown','S','','45938'
'11219','AW00011219','Charles','Cook','M','','45938'
'11220','AW00011220','Erica','Huang','M','','45938'
'11221','AW00011221','Nathan','Perry','M','','45938'
'11222','AW00011222','Alexandra','Rivera','M','','45938'
'11223','AW00011223','Hailey','Patterson','S','','45938'
'11224','AW00011224','Tiffany','Li','S','','45938'
'11225','AW00011225','Madison','Lee','M','','45938'
'11226','AW00011226','Sydney','Ross','M','','45938'
'11227','AW00011227','Marshall','Chavez','S','','45938'
'11228','AW00011228','Ashley','Jones','M','','45938'
'11229','AW00011229',' Adrian ','Stewart','S','','45938'
'11230','AW00011230','Amber','Turner','M','','45938'
'11231','AW00011231','Dennis','Zhang','M','','45938'
'11232','AW00011232','Hailey','Bryant','M','','45938'
'11233','AW00011233','Todd','Li','M','','45938'
'11234','AW00011234','Anna','Griffin','S','','45938'
'11235','AW00011235','Angel','Stewart','M','','45938'
'11236','AW00011236','Jeremy','Butler','S','','45938'
'11237','AW00011237','Clarence','Anand','S','','45938'
'11238','AW00011238','Mayra','Prasad','S','','45938'
'11239','AW00011239','Latoya','Goel','M','','45938'
'11240','AW00011240','Anne','Hernandez','M','','45938'
'11241','AW00011241','Lisa','Cai','S','','45938'
'11242','AW00011242','Larry','Munoz','M','','45938'
'11243','AW00011243','Robin','Alvarez','M','','45938'
'11244','AW00011244','Alexis','Coleman','S','','45938'
'11245','AW00011245','Ricky','Vazquez','M','','45938'
'11246','AW00011246','Latasha','Rubio','M','','45938'
'11247','AW00011247','Claudia','Zhou','S','','45938'
'11248','AW00011248','Tristan','Alexander','M','','45938'
'11249','AW00011249','Cindy','Patel','M','','45938'
'11250','AW00011250','Shannon','Liu','M','','45938'
'11251','AW00011251','Xavier','Long','S','','45938'
'11252','AW00011252','Nicholas','Thompson','S','','45938'
'11253','AW00011253','José','Hernandez','M','','45938'
'11254','AW00011254','Johnathan','Vance','M','','45938'
'11255','AW00011255','Colin','Lin','M','','45938'
'11256','AW00011256','Katelyn','Hernandez','M','','45938'
'11257','AW00011257','Jacqueline','Powell','S','','45938'
'11258','AW00011258','Xavier','Hill','M','','45938'
'11259','AW00011259','Victoria  ','Stewart','M','','45938'
'11260','AW00011260','Katelyn','Kelly','M','','45938'
'11261','AW00011261','Stephanie','Collins','M','','45938'
'11262','AW00011262','Jennifer','Simmons','M','','45938'
'11263','AW00011263','Trinity','Richardson','M','','45938'
'11264','AW00011264','Eduardo','Martin','S','','45938'
'11265','AW00011265','Elizabeth','Jones','M','','45938'
'11266','AW00011266','Taylor','Howard','S','','45938'
'11267','AW00011267','David','Diaz','S','','45938'
'11268','AW00011268','Katelyn','Carter','M','','45938'
'11269','AW00011269','Ryan','Foster','M','','45938'
'11270','AW00011270','Robert','Lee','M','','45938'
'11271','AW00011271','Danielle','Reed','S','','45938'
'11272','AW00011272','Lauren','Martinez','S','','45938'
'11273','AW00011273','Nathan','Lal','M','','45938'
'11274','AW00011274','Kyle','Foster','M','','45938'
'11275','AW00011275','Jenny','Rai','M','','45938'
'11276','AW00011276','Nancy','Chapman','M','','45938'
'11277','AW00011277','Charles','Jackson','M','','45938'
'11278','AW00011278','Jonathan','Phillips','S','','45938'
'11279','AW00011279','Amanda','Cook','M','','45938'
'11280','AW00011280','Robert','Collins','M','','45938'
'11281','AW00011281','Megan','Barnes','S','','45938'
'11282','AW00011282','Christian','Thomas','M','','45938'
'11283','AW00011283','Arturo','Lal','M','','45938'
'11284','AW00011284','Theresa','Serrano','M','','45938'
'11285','AW00011285','Jeremy','Anderson','M','','45938'
'11286','AW00011286','Hunter','Griffin','M','','45938'
'11287','AW00011287','Henry','Garcia','M','','45938'
'11288','AW00011288','Cindy','Sanchez','M','','45938'
'11289','AW00011289','Maria','Carter','M','','45938'
'11290','AW00011290','Katelyn','Sanchez','M','','45938'
'11291','AW00011291','Jenna','Wright','M','','45938'
'11292','AW00011292','Seth','Phillips','S','','45938'
'11293','AW00011293','Luke','Long','S','','45938'
'11294','AW00011294','Dalton','Clark','M','','45938'
'11295','AW00011295','Taylor','Lewis','S','','45938'
'11296','AW00011296','Haley','Richardson','S','','45938'
'11297','AW00011297','Noah','Coleman','S','','45938'
'11298','AW00011298','Jon','Luo','M','','45938'
'11299','AW00011299','Orlando','Vazquez','M','','45938'
'11300','AW00011300','Fernando','Barnes','M','','45938'
'11301','AW00011301','Cameron','Rodriguez','M','','45938'
'11302','AW00011302','Spencer','Russell','S','','45938'
'11303','AW00011303','Julia','Coleman','S','','45938'
'11304','AW00011304','Julia','Garcia','M','','45938'
'11305','AW00011305','Sean','Evans','M','','45938'
'11306','AW00011306','Micah','Zhou','M','','45938'
'11307','AW00011307','Hunter','Rodriguez','M','','45938'
'11308','AW00011308','Ian','Gonzales','M','','45938'
'11309','AW00011309','Victoria','Lewis','S','','45938'
'11310','AW00011310','Erin','Sanders','S','','45938'
'11311','AW00011311','Gabrielle','Lopez','S','','45938'
'11312','AW00011312','Sara','Richardson','S','','45938'
'11313','AW00011313','Trevor','Jenkins','S','','45938'
'11314','AW00011314','Mya','Flores','S','','45938'
'11315','AW00011315','Hailey','Ward','S','','45938'
'11316','AW00011316','Luke','Allen','M','','45938'
'11317','AW00011317','Victoria','Russell','S','','45938'
'11318','AW00011318','Jessica','Wilson','S','','45938'
'11319','AW00011319','Jade','Bailey','M','','45938'
'11320','AW00011320','Morgan','Hill','M','','45938'
'11321','AW00011321','Terrance','Raman','M','','45938'
'11322','AW00011322','Sydney','Garcia','M','','45938'
'11323','AW00011323','Jose','Patterson','S','','45938'
'11324','AW00011324','Zachary','Anderson','M','','45938'
'11325','AW00011325','Elijah','Ross','S','','45938'
'11326','AW00011326','Rafael','Xie','M','','45938'
'11327','AW00011327','Jaime','Moreno','M','','45938'
'11328','AW00011328','Julian','Griffin','M','','45938'
'11329','AW00011329','Andy','Alvarez','S','','45938'
'11330','AW00011330','Ryan','Thompson','M','','45938'
'11331','AW00011331','Samantha','Jenkins','M','','45938'
'11332','AW00011332','Deanna','Ramos','S','','45938'
'11333','AW00011333','Emily','Miller','M','','45938'
'11334','AW00011334','Nicole','Brown','M','','45938'
'11335','AW00011335','Carla','Raman','M','','45938'
'11336','AW00011336','Shaun','Raji','M','','45938'
'11337','AW00011337','Jerome','Romero','M','','45938'
'11338','AW00011338','Frank','Navarro','M','','45938'
'11339','AW00011339','Dennis','She','S','','45938'
'11340','AW00011340','Melody','Munoz','M','','45938'
'11341','AW00011341','Randy','Zeng','M','','45938'
'11342','AW00011342','Marshall','Wang','M','','45938'
'11343','AW00011343','Arthur','Carlson','M','','45938'
'11344','AW00011344','Jessie','Jimenez','M','','45938'
'11345','AW00011345','Robin','Ramos','S','','45938'
'11346','AW00011346','Deanna','Gutierrez','S','','45938'
'11347','AW00011347','Roy','Navarro','M','','45938'
'11348','AW00011348','Shawn','Rai','M','','45938'
'11349','AW00011349','Mindy','Luo','M','','45938'
'11350','AW00011350','Cara','Zhou','M','','45938'
'11351','AW00011351','Anne','Ramos','S','','45938'
'11352','AW00011352','Raymond','Rodriguez','M','','45938'
'11353','AW00011353','Carrie','Ortega','S','','45938'
'11354','AW00011354','Deanna','Suarez','M','','45938'
'11355','AW00011355','Roberto','Gutierrez','M','','45938'
'11356','AW00011356','Terrence','Carson','S','','45938'
'11357','AW00011357','Ramon','Ye','S','','45938'
'11358','AW00011358','Cynthia','Malhotra','S','','45938'
'11359','AW00011359','Jarrod','Prasad','S','','45938'
'11360','AW00011360','Tyrone','Serrano','S','','45938'
'11361','AW00011361','Cindy','Ramos','M','','45938'
'11362','AW00011362','Damien','Shan','M','','45938'
'11363','AW00011363','Julian','Ross','S','','45938'
'11364','AW00011364','Jennifer','Collins','S','','45938'
'11365','AW00011365','Brittney','Sun','S','','45938'
'11366','AW00011366','Virginia','Patel','M','','45938'
'11367','AW00011367','Calvin','Nara','M','','45938'
'11368','AW00011368','Edward','Miller','S','','45938'
'11369','AW00011369','Ashlee','Tang','M','','45938'
'11370','AW00011370','Alicia','Xu','M','','45938'
'11371','AW00011371','Lacey','Jai','M','','45938'
'11372','AW00011372','Wendy','Romero','S','','45938'
'11373','AW00011373','Carly','Luo','M','','45938'
'11374','AW00011374','Jimmy','Ortega','S','','45938'
'11375','AW00011375','Francisco','Martinez','M','','45938'
'11376','AW00011376','Lance','Vazquez','S','','45938'
'11377','AW00011377','David','Robinett','M','','45938'
'11378','AW00011378','Shannon','Liang','S','','45938'
'11379','AW00011379','Gary','Vazquez','M','','45938'
'11380','AW00011380','Mitchell','Kumar','S','','45938'
'11381','AW00011381','Meredith','Raman','M','','45938'
'11382','AW00011382','Edward','Patterson','M','','45938'
'11383','AW00011383','Marie','Gill','M','','45938'
'11384','AW00011384','Tiffany','Wang','M','','45938'
'11385','AW00011385','Miguel','Allen','S','','45938'
'11386','AW00011386','Jaclyn','Cai','M','','45938'
'11387','AW00011387','Megan','Ramirez','S','','45938'
'11388','AW00011388','Joseph','Martin','M','','45938'
'11389','AW00011389','Karl','Shan','S','','45938'
'11390','AW00011390','Christine','Raji','S','','45938'
'11391','AW00011391','Lindsay','Xie','S','','45938'
'11392','AW00011392','Willie','Zhao','S','','45938'
'11393','AW00011393','Kurt','Pal','S','','45938'
'11394','AW00011394','George','McDonald','S','','45938'
'11395','AW00011395','Beth','Gutierrez','S','','45938'
'11396','AW00011396','Ian','Lopez','M','','45938'
'11397','AW00011397','Latoya','Shan','S','','45938'
'11398','AW00011398','Colin','Nath','S','','45938'
'11399','AW00011399','Brenda','Mehta','S','','45938'
'11400','AW00011400','Franklin','Raji','S','','45938'
'11401','AW00011401','Linda','Navarro','M','','45938'
'11402','AW00011402','Kelli','Cai','M','','45938'
'11403','AW00011403','Nancy','Schmidt','S','','45938'
'11404','AW00011404','Megan','Taylor','S','','45938'
'11405','AW00011405','Bonnie','Goel','S','','45938'
'11406','AW00011406','Latoya','Xu','M','','45938'
'11407','AW00011407','Mario','She','M','','45938'
'11408','AW00011408','Darren','Gill','M','','45938'
'11409','AW00011409','Jacqueline','Hayes','S','','45938'
'11410','AW00011410','Maurice','Goel','M','','45938'
'11411','AW00011411','Devin','Ross','M','','45938'
'11412','AW00011412','Sydney','Bryant','S','','45938'
'11413','AW00011413','Megan','Stewart','M','','45938'
'11414','AW00011414','Ian','Richardson','S','','45938'
'11415','AW00011415','Randy','She','S','','45938'
'11416','AW00011416','Katrina','Becker','M','','45938'
'11417','AW00011417','Lacey','Zheng','M','','45938'
'11418','AW00011418','Rafael','Hu','S','','45938'
'11419','AW00011419','Kyle','Scott','M','','45938'
'11420','AW00011420','Jordan','Turner','M','','45938'
'11421','AW00011421','Amy','Sun','M','','45938'
'11422','AW00011422','Dustin','Deng','M','','45938'
'11423','AW00011423','Jasmine','Stewart','M','','45938'
'11424','AW00011424','Pamela','Garcia','M','','45938'
'11425','AW00011425','Ariana','Gray','M','','45938'
'11426','AW00011426','Kristopher','Mehta','M','','45938'
'11427','AW00011427','Desiree','Dominguez','M','','45938'
'11428','AW00011428','Deanna','Perez','S','','45938'
'11429','AW00011429','Marco','Lopez','M','','45938'
'11430','AW00011430','Casey','Yuan','M','','45938'
'11431','AW00011431','Bryant','Garcia','M','','45938'
'11432','AW00011432','Dominique','Prasad','M','','45938'
'11433','AW00011433','Maurice','Shan','M','','45938'
'11434','AW00011434','Andre','Lopez','M','','45938'
'11435','AW00011435','Robin','Romero','S','','45938'
'11436','AW00011436','Taylor','Cox','M','','45938'
'11437','AW00011437','Alfredo','Moreno','M','','45938'
'11438','AW00011438','Jenny','Nara','M','','45938'
'11439','AW00011439','Janet','Munoz','M','','45938'
'11440','AW00011440','Sergio','Weber','M','','45938'
'11441','AW00011441','Erika','Gomez','M','','45938'
'11442','AW00011442','Joseph','Harris','M','','45938'
'11443','AW00011443','Grace','Griffin','S','','45938'
'11444','AW00011444','Tina','Mehta','M','','45938'
'11445','AW00011445','Kari','Kim','S','','45938'
'11446','AW00011446','Bethany','Chander','S','','45938'
'11447','AW00011447','Jennifer','Roberts','M','','45938'
'11448','AW00011448','Kyle','Patterson','S','','45938'
'11449','AW00011449','Alvin','Hu','M','','45938'
'11450','AW00011450','Brett','Mehta','S','','45938'
'11451','AW00011451','Ruben','Muñoz','S','','45938'
'11452','AW00011452','Erika','Rubio','S','','45938'
'11453','AW00011453','Stanley','Malhotra','S','','45938'
'11454','AW00011454','Melinda','Navarro','S','','45938'
'11455','AW00011455','Ross','Sanz','M','','45938'
'11456','AW00011456','Jon','Gao','M','','45938'
'11457','AW00011457','Jaime','Gutierrez','M','','45938'
'11458','AW00011458','Bianca','Liu','M','','45938'
'11459','AW00011459','Tasha','Deng','S','','45938'
'11460','AW00011460','Melvin','Chande','S','','45938'
'11461','AW00011461','Victor','Jimenez','S','','45938'
'11462','AW00011462','Laura','Lin','M','','45938'
'11463','AW00011463','Alisha','Beck','M','','45938'
'11464','AW00011464','Alejandro','Huang','M','','45938'
'11465','AW00011465','Louis','Luo','M','','45938'
'11466','AW00011466','Grant','Tang','M','','45938'
'11467','AW00011467','Arturo','Zheng','M','','45938'
'11468','AW00011468','Jaclyn','Andersen','M','','45938'
'11469','AW00011469','Edwin','Raji','S','','45938'
'11470','AW00011470','Jay','Suarez','S','','45938'
'11471','AW00011471','Latasha','Suarez','S','','45938'
'11472','AW00011472','Kenneth','Kumar','S','','45938'
'11473','AW00011473','Grace','Henderson','S','','45938'
'11474','AW00011474','Melvin','Xu','S','','45938'
'11475','AW00011475','Cesar','Subram','S','','45938'
'11476','AW00011476','Erika','Navarro','M','','45938'
'11477','AW00011477','Tristan','Hughes','S','','45938'
'11478','AW00011478','Billy','Hernandez','S','','45938'
'11479','AW00011479','Darryl','Wu','M','','45938'
'11480','AW00011480','Colleen','Ma','M','','45938'
'11481','AW00011481','Erica','Hu','M','','45938'
'11482','AW00011482','Adrienne','Torres','S','','45938'
'11483','AW00011483','Calvin','Chande','M','','45938'
'11484','AW00011484','Erick','Sai','S','','45938'
'11485','AW00011485','Donald','Chandra','M','','45938'
'11486','AW00011486','Ariana','Rogers','S','','45938'
'11487','AW00011487','Morgan','Jones','S','','45938'
'11488','AW00011488','Jermaine','Lopez','S','','45938'
'11489','AW00011489','Deborah','Goel','S','','45938'
'11490','AW00011490','Danny','Rubio','S','','45938'
'11491','AW00011491','Andre','Perez','M','','45938'
'11492','AW00011492','Terrence','Chander','S','','45938'
'11493','AW00011493','Dawn','Wu','S','','45938'
'11494','AW00011494','Jimmy','Gutierrez','S','','45938'
'11495','AW00011495','Francis','Jimenez','S','','45938'
'11496','AW00011496','Gary','Ortega','S','','45938'
'11497','AW00011497','Katrina','Nath','S','','45938'
'11498','AW00011498','Arturo','Sun','S','','45938'
'11499','AW00011499','Pedro','Vance','S','','45938'
'11500','AW00011500','Sarah','Simmons','S','','45938'
'11501','AW00011501','Brandy','Chandra','S','','45938'
'11502','AW00011502','Jared','Peterson','S','','45938'
'11503','AW00011503','Dennis','Wu','M','','45938'
'11504','AW00011504','Jordan','Baker','M','','45938'
'11505','AW00011505','Jasmine','Powell','S','','45938'
'11506','AW00011506','Nicholas','Brown','S','','45938'
'11507','AW00011507','Isabella','Russell','S','','45938'
'11508','AW00011508','Elizabeth','Wilson','S','','45938'
'11509','AW00011509','Roger','Harui','M','','45938'
'11510','AW00011510','Seth','Roberts','M','','45938'
'11511','AW00011511','Caleb','Perry','M','','45938'
'11512','AW00011512','Natalie','Campbell','S','','45938'
'11513','AW00011513','Alyssa','Howard','S','','45938'
'11514','AW00011514','Dalton','Diaz','M','','45938'
'11515','AW00011515','Shannon','Huang','M','','45938'
'11516','AW00011516','Mya','Gonzales','M','','45938'
'11517','AW00011517','Katherine','Bryant','M','','45938'
'11518','AW00011518','Edward','Washington','M','','45938'
